circuit,extract_mw,full_mw,difference_mw
3591-5191-1,-27.362725282831775,-24.640792577283264,-2.721932705548511
1341-5191-1,32.93872528283174,30.216792577283265,2.7219327055484754
1341-1701-1,-45.02772528283171,-42.305792577283285,-2.7219327055484257
2321-28710-1,-57.216608987338276,-58.8231318629158,1.6065228755775252
2321-3581-1,65.71260898733829,67.31913186291578,-1.6065228755774967
2870-17010-1,-40.537239771023124,-41.904400668208936,1.367160897185812
1701-28712-2,40.537239771023124,41.892011579379826,-1.354771808356702
3581-28019-1,-53.30287055470809,-54.41828038468051,1.115409829972414
1701-5041-1,-41.613502041928804,-41.61762419894465,0.004122157015842731
5041-17010-2,46.50614643460086,46.50202427761394,0.004122156986916536
4981-5041-1,11.069820639716191,11.069820639710372,5.8193450058752205e-12
4981-5041-2,10.751056171033262,10.751056171027642,5.6203930398623925e-12
1631-5041-1,23.042277757199983,23.04227775719977,2.1316282072803006e-13
28710-51911-1,-13.919999999999845,-13.919999999999959,1.1368683772161603e-13
3581-5361-1,11.756000000000085,11.756000000000025,6.039613253960852e-14
1701-1981-1,13.37744365165166,13.377443651651696,-3.552713678800501e-14
4991-5361-1,6.3250000000000455,6.325000000000017,2.842170943040401e-14
1571-5191-1,-8.566000000000003,-8.565999999999999,-3.552713678800501e-15
